row_id,image_id,filename,caption_index,perturbation,applied,source,target,template_id,template_name,caption_original,caption_corrupted
80,579664,COCO_val2014_000000579664.jpg,0,attribute_spatial_swap,True,in,outside,,,Vegetables are displayed in a wooden barrel outdoors.,Vegetables are displayed outside a wooden barrel outdoors.
81,579664,COCO_val2014_000000579664.jpg,1,attribute_spatial_swap,True,on,under,,,A bunch of bananas are sitting on the stand.,A bunch of bananas are sitting under the stand.
82,579664,COCO_val2014_000000579664.jpg,2,attribute_spatial_swap,True,on,under,,,The cart has bananas or plantains piled on it.,The cart has bananas or plantains piled under it.
83,579664,COCO_val2014_000000579664.jpg,3,attribute_spatial_swap,True,green,yellow,,,a box of green bananas and a box of ripe bananas,a box of yellow bananas and a box of ripe bananas
84,579664,COCO_val2014_000000579664.jpg,4,attribute_spatial_swap,True,green,yellow,,,A large number of green and yellow bananas in wooden containers.,A large number of yellow and yellow bananas in wooden containers.
85,550529,COCO_val2014_000000550529.jpg,0,attribute_spatial_swap,True,in front of,behind,,,A motorbike sitting in front of a wine display case,A motorbike sitting behind a wine display case
86,550529,COCO_val2014_000000550529.jpg,1,attribute_spatial_swap,True,in,outside,,,A motor bike and some wine in a room.,A motor bike and some wine outside a room.
87,550529,COCO_val2014_000000550529.jpg,2,attribute_spatial_swap,True,on,under,,,A dirt bike sitting on a counter by some wine bottles.,A dirt bike sitting under a counter by some wine bottles.
88,550529,COCO_val2014_000000550529.jpg,3,attribute_spatial_swap,True,in,outside,,,a motorcycle standing in front a winery,a motorcycle standing outside front a winery
89,550529,COCO_val2014_000000550529.jpg,4,attribute_spatial_swap,True,on,under,,,A bike sits among bottles of wine on a shelf.,A bike sits among bottles of wine under a shelf.
90,348881,COCO_val2014_000000348881.jpg,0,attribute_spatial_swap,True,on top of,under,,,A large jetliner sitting on top of an airport runway.,A large jetliner sitting under an airport runway.
94,348881,COCO_val2014_000000348881.jpg,4,attribute_spatial_swap,True,white,black,,,A large white airplane and a person on a lot.,A large black airplane and a person on a lot.
95,560623,COCO_val2014_000000560623.jpg,0,attribute_spatial_swap,True,on,under,,,An airport filled with planes sitting on tarmacs.,An airport filled with planes sitting under tarmacs.
96,560623,COCO_val2014_000000560623.jpg,1,attribute_spatial_swap,True,behind,in front of,,,The view of runway from behind the windows of airport.,The view of runway from in front of the windows of airport.
97,560623,COCO_val2014_000000560623.jpg,2,attribute_spatial_swap,True,on,under,,,a truck driving towards some planes parked on the runway,a truck driving towards some planes parked under the runway
98,560623,COCO_val2014_000000560623.jpg,3,attribute_spatial_swap,True,on,under,,,Planes on a wet tarmac unloading at arrival gates.,Planes under a wet tarmac unloading at arrival gates.
99,560623,COCO_val2014_000000560623.jpg,4,attribute_spatial_swap,True,inside,outside,,,"Window view from the inside of airplanes, baggage carrier and tarmac.","Window view from the outside of airplanes, baggage carrier and tarmac."
100,561100,COCO_val2014_000000561100.jpg,0,attribute_spatial_swap,True,blue,red,,,A small blue plane sitting on top of a field.,A small red plane sitting on top of a field.
101,561100,COCO_val2014_000000561100.jpg,1,attribute_spatial_swap,True,blue,red,,,an E2 airplane painted blue with black and white stripes,an E2 airplane painted red with black and white stripes
102,561100,COCO_val2014_000000561100.jpg,2,attribute_spatial_swap,True,on,under,,,An old warplane is on display in a field.,An old warplane is under display in a field.
103,561100,COCO_val2014_000000561100.jpg,3,attribute_spatial_swap,True,blue,red,,,a blue small plane standing at the airstrip,a red small plane standing at the airstrip
104,561100,COCO_val2014_000000561100.jpg,4,attribute_spatial_swap,True,on,under,,,Model airplane with an American insignia and stripes on wings.,Model airplane with an American insignia and stripes under wings.
106,354533,COCO_val2014_000000354533.jpg,1,attribute_spatial_swap,True,in,outside,,,"A motorbike, people and sheep in the background","A motorbike, people and sheep outside the background"
107,354533,COCO_val2014_000000354533.jpg,2,attribute_spatial_swap,True,on top of,under,,,A motorcycle parked on top of a sandy beach.,A motorcycle parked under a sandy beach.
108,354533,COCO_val2014_000000354533.jpg,3,attribute_spatial_swap,True,in,outside,,,A motorcycle in the foreground parked in a dirt parking lot,A motorcycle outside the foreground parked in a dirt parking lot
109,354533,COCO_val2014_000000354533.jpg,4,attribute_spatial_swap,True,outside,inside,,,A multicolored motorcycle rests outside of a sheep farm.,A multicolored motorcycle rests inside of a sheep farm.
110,334321,COCO_val2014_000000334321.jpg,0,attribute_spatial_swap,True,white,black,,,A large white dog is sitting on a bench beside an elderly man.,A large black dog is sitting on a bench beside an elderly man.
111,334321,COCO_val2014_000000334321.jpg,1,attribute_spatial_swap,True,white,black,,,A large white dog sits on a bench with people next to a path.,A large black dog sits on a bench with people next to a path.
112,334321,COCO_val2014_000000334321.jpg,2,attribute_spatial_swap,True,on,under,,,A large dog sits just his bottom on a park bench.,A large dog sits just his bottom under a park bench.
113,334321,COCO_val2014_000000334321.jpg,3,attribute_spatial_swap,True,on,under,,,A dog sitting on a bench next to an old man.,A dog sitting under a bench next to an old man.
114,334321,COCO_val2014_000000334321.jpg,4,attribute_spatial_swap,True,on,under,,,A couple of people sitting on a bench next to a dog.,A couple of people sitting under a bench next to a dog.
115,368117,COCO_val2014_000000368117.jpg,0,attribute_spatial_swap,True,under,over,,,A couple of traffic lights sitting under a cloudy sky.,A couple of traffic lights sitting over a cloudy sky.
116,368117,COCO_val2014_000000368117.jpg,1,attribute_spatial_swap,True,red,blue,,,a street light has the red lights glowing,a street light has the blue lights glowing
121,165547,COCO_val2014_000000165547.jpg,1,attribute_spatial_swap,True,in,outside,,,Table situated in corner of room with a vase for a center piece,Table situated outside corner of room with a vase for a center piece
122,165547,COCO_val2014_000000165547.jpg,2,attribute_spatial_swap,True,below,over,,,A wooden table sitting below a bunch of windows.,A wooden table sitting over a bunch of windows.
123,165547,COCO_val2014_000000165547.jpg,3,attribute_spatial_swap,True,next to,far from,,,A dining room table next to windows overlooking woods,A dining room table far from windows overlooking woods
125,455859,COCO_val2014_000000455859.jpg,0,attribute_spatial_swap,True,in,outside,,,A little girl in a pink shirt standing near a blue metal sculpture.,A little girl outside a pink shirt standing near a blue metal sculpture.
126,455859,COCO_val2014_000000455859.jpg,1,attribute_spatial_swap,True,outside,inside,,,People are standing outside in a busy city street.,People are standing inside in a busy city street.
127,455859,COCO_val2014_000000455859.jpg,2,attribute_spatial_swap,True,behind,in front of,,,Woman taking a picture of someone standing behind a sculpture and a child pushing another woman towards the sculpture.,Woman taking a picture of someone standing in front of a sculpture and a child pushing another woman towards the sculpture.
128,455859,COCO_val2014_000000455859.jpg,3,attribute_spatial_swap,True,in,outside,,,People in a inner city courtyard watching a performance.,People outside a inner city courtyard watching a performance.
129,455859,COCO_val2014_000000455859.jpg,4,attribute_spatial_swap,True,in,outside,,,A woman snaps a photo of people having fun in the courtyard.,A woman snaps a photo of people having fun outside the courtyard.
130,290570,COCO_val2014_000000290570.jpg,0,attribute_spatial_swap,True,on top of,under,,,A herd of sheep standing on top of snow covered field.,A herd of sheep standing under snow covered field.
131,290570,COCO_val2014_000000290570.jpg,1,attribute_spatial_swap,True,in,outside,,,Several sheep grazing in a field of tall grass in front of a building.,Several sheep grazing outside a field of tall grass in front of a building.
133,290570,COCO_val2014_000000290570.jpg,3,attribute_spatial_swap,True,in,outside,,,A flock of sheep standing around in the middle of a pen.,A flock of sheep standing around outside the middle of a pen.
134,290570,COCO_val2014_000000290570.jpg,4,attribute_spatial_swap,True,in,outside,,,Sheep are grazing in a snow dusted field.,Sheep are grazing outside a snow dusted field.
135,281455,COCO_val2014_000000281455.jpg,0,attribute_spatial_swap,True,in,outside,,,A flock of small birds flying in the sky over the water.,A flock of small birds flying outside the sky over the water.
136,281455,COCO_val2014_000000281455.jpg,1,attribute_spatial_swap,True,over,under,,,Several birds that are flying together over a body of water.,Several birds that are flying together under a body of water.
137,281455,COCO_val2014_000000281455.jpg,2,attribute_spatial_swap,True,over,under,,,A flock of birds flying over a field.,A flock of birds flying under a field.
138,281455,COCO_val2014_000000281455.jpg,3,attribute_spatial_swap,True,black,white,,,A black and white image showing birds flying over a body of water.,A white and white image showing birds flying over a body of water.
139,281455,COCO_val2014_000000281455.jpg,4,attribute_spatial_swap,True,over,under,,,A group of birds flying over the water,A group of birds flying under the water
141,17756,COCO_val2014_000000017756.jpg,1,attribute_spatial_swap,True,next to,far from,,,A boat with flags and tents is docked next to a grassy bank.,A boat with flags and tents is docked far from a grassy bank.
142,17756,COCO_val2014_000000017756.jpg,2,attribute_spatial_swap,True,on,under,,,A boat that is decorated with flags on the water.,A boat that is decorated with flags under the water.
143,17756,COCO_val2014_000000017756.jpg,3,attribute_spatial_swap,True,inside,outside,,,a parked boat with some items inside of it,a parked boat with some items outside of it
144,17756,COCO_val2014_000000017756.jpg,4,attribute_spatial_swap,True,red,blue,,,A large red boat sitting next to a lush green shore.,A large blue boat sitting next to a lush green shore.
145,305821,COCO_val2014_000000305821.jpg,0,attribute_spatial_swap,True,on,under,,,A giraffe grazing on a tree in the wilderness with other wildlife,A giraffe grazing under a tree in the wilderness with other wildlife
147,305821,COCO_val2014_000000305821.jpg,2,attribute_spatial_swap,True,in,outside,,,Two giraffes and another animal in a field.,Two giraffes and another animal outside a field.
149,305821,COCO_val2014_000000305821.jpg,4,attribute_spatial_swap,True,on,under,,,Giraffes are feeding on the trees and grass.,Giraffes are feeding under the trees and grass.
150,459374,COCO_val2014_000000459374.jpg,0,attribute_spatial_swap,True,blue,red,,,there are blue lights shining threw palm trees,there are red lights shining threw palm trees
151,459374,COCO_val2014_000000459374.jpg,1,attribute_spatial_swap,True,blue,red,,,A fire hydrant pouring water from it with a neon blue glow to it.,A fire hydrant pouring water from it with a neon red glow to it.
153,459374,COCO_val2014_000000459374.jpg,3,attribute_spatial_swap,True,on,under,,,a fire hydrant on a city street,a fire hydrant under a city street
154,459374,COCO_val2014_000000459374.jpg,4,attribute_spatial_swap,True,yellow,green,,,A yellow fire hydrant that is on the side of the street.,A green fire hydrant that is on the side of the street.
155,208589,COCO_val2014_000000208589.jpg,0,attribute_spatial_swap,True,in,outside,,,A bird in a pot eating a fruit.,A bird outside a pot eating a fruit.
156,208589,COCO_val2014_000000208589.jpg,1,attribute_spatial_swap,True,black,white,,,a black bird is eating an apple in a pot of dirt,a white bird is eating an apple in a pot of dirt
157,208589,COCO_val2014_000000208589.jpg,2,attribute_spatial_swap,True,black,white,,,there is a black bird standing in a flower pot eating an apple,there is a white bird standing in a flower pot eating an apple
158,208589,COCO_val2014_000000208589.jpg,3,attribute_spatial_swap,True,in,outside,,,A bird in a flower pot eating an apple,A bird outside a flower pot eating an apple
159,208589,COCO_val2014_000000208589.jpg,4,attribute_spatial_swap,True,black,white,,,A black bird sits in a flower boy.,A white bird sits in a flower boy.
160,358342,COCO_val2014_000000358342.jpg,0,attribute_spatial_swap,True,over,under,,,A tall massive clock tower towering over a city.,A tall massive clock tower towering under a city.
161,358342,COCO_val2014_000000358342.jpg,1,attribute_spatial_swap,True,on,under,,,A couple of street signs hanging on a pole,A couple of street signs hanging under a pole
162,358342,COCO_val2014_000000358342.jpg,2,attribute_spatial_swap,True,black,white,,,An old black and white photo of Pennsylvania Avenue.,An old white and white photo of Pennsylvania Avenue.
164,358342,COCO_val2014_000000358342.jpg,4,attribute_spatial_swap,True,on,under,,,The large ornate building with the clock tower and cupolas sits on the Pennsylvania Avenue and 11th St.,The large ornate building with the clock tower and cupolas sits under the Pennsylvania Avenue and 11th St.
165,74711,COCO_val2014_000000074711.jpg,0,attribute_spatial_swap,True,on,under,,,Two ducks floating together on a body of water.,Two ducks floating together under a body of water.
166,74711,COCO_val2014_000000074711.jpg,1,attribute_spatial_swap,True,in,outside,,,Two ducks are swimming in the green colored pond.,Two ducks are swimming outside the green colored pond.
167,74711,COCO_val2014_000000074711.jpg,2,attribute_spatial_swap,True,in,outside,,,Two Canadian geese swim in a green pond.,Two Canadian geese swim outside a green pond.
168,74711,COCO_val2014_000000074711.jpg,3,attribute_spatial_swap,True,in,outside,,,Two ducks swim in a pond with green water.,Two ducks swim outside a pond with green water.
169,74711,COCO_val2014_000000074711.jpg,4,attribute_spatial_swap,True,next to,far from,,,Two swam swimming next to each other on a lake.,Two swam swimming far from each other on a lake.
170,58636,COCO_val2014_000000058636.jpg,0,attribute_spatial_swap,True,green,yellow,,,A large wooden pole with a green street sign hanging from it.,A large wooden pole with a yellow street sign hanging from it.
171,58636,COCO_val2014_000000058636.jpg,1,attribute_spatial_swap,True,on,under,,,street signs on the corner of Gladys and Detroit,street signs under the corner of Gladys and Detroit
175,197461,COCO_val2014_000000197461.jpg,0,attribute_spatial_swap,True,on,under,,,a ram is looking at the camera and standing on some grass,a ram is looking at the camera and standing under some grass
177,197461,COCO_val2014_000000197461.jpg,2,attribute_spatial_swap,True,in,outside,,,A very large sheep is standing in the grass.,A very large sheep is standing outside the grass.
179,197461,COCO_val2014_000000197461.jpg,4,attribute_spatial_swap,True,in,outside,,,A woolly sheep stands in the grass looking at the camera.,A woolly sheep stands outside the grass looking at the camera.
180,165029,COCO_val2014_000000165029.jpg,0,attribute_spatial_swap,True,next to,far from,,,A man with a snowboard next to a man with a mask.,A man with a snowboard far from a man with a mask.
181,165029,COCO_val2014_000000165029.jpg,1,attribute_spatial_swap,True,next to,far from,,,Man with snowboard standing next to another wearing a mask and crazy hands.,Man with snowboard standing far from another wearing a mask and crazy hands.
182,165029,COCO_val2014_000000165029.jpg,2,attribute_spatial_swap,True,next to,far from,,,A man holding a snowboard next to a man in scary costume.,A man holding a snowboard far from a man in scary costume.
184,165029,COCO_val2014_000000165029.jpg,4,attribute_spatial_swap,True,pink,black,,,Snowboarder holding a pink board being hugged by man in costume.,Snowboarder holding a black board being hugged by man in costume.
185,336777,COCO_val2014_000000336777.jpg,0,attribute_spatial_swap,True,next to,far from,,,Many different signs cover a post next to a bus stop.,Many different signs cover a post far from a bus stop.
187,336777,COCO_val2014_000000336777.jpg,2,attribute_spatial_swap,True,on,under,,,Street signs clutter a pole on an empty street.,Street signs clutter a pole under an empty street.
188,336777,COCO_val2014_000000336777.jpg,3,attribute_spatial_swap,True,near,far from,,,A street signs and board at a road junction near a building,A street signs and board at a road junction far from a building
189,336777,COCO_val2014_000000336777.jpg,4,attribute_spatial_swap,True,on,under,,,Many posters are placed on the pole across the street from houses.,Many posters are placed under the pole across the street from houses.
190,472795,COCO_val2014_000000472795.jpg,0,attribute_spatial_swap,True,near,far from,,,A cow standing near a curb in front of a store.,A cow standing far from a curb in front of a store.
191,472795,COCO_val2014_000000472795.jpg,1,attribute_spatial_swap,True,on,under,,,There is a cow on the sidewalk standing in front of a door.,There is a cow under the sidewalk standing in front of a door.
192,472795,COCO_val2014_000000472795.jpg,2,attribute_spatial_swap,True,on,under,,,A cow on the sidewalk on a corner in front of a store,A cow under the sidewalk on a corner in front of a store
193,472795,COCO_val2014_000000472795.jpg,3,attribute_spatial_swap,True,on,under,,,Cow standing on sidewalk in city area near shops.,Cow standing under sidewalk in city area near shops.
194,472795,COCO_val2014_000000472795.jpg,4,attribute_spatial_swap,True,on,under,,,A cow on a city sidewalk in front of a business.,A cow under a city sidewalk in front of a business.
196,182784,COCO_val2014_000000182784.jpg,1,attribute_spatial_swap,True,brown,gray,,,A brown cow standing next to a store with lots of water.,A gray cow standing next to a store with lots of water.
197,182784,COCO_val2014_000000182784.jpg,2,attribute_spatial_swap,True,in front of,behind,,,A cow is standing in front of a shop.,A cow is standing behind a shop.
198,182784,COCO_val2014_000000182784.jpg,3,attribute_spatial_swap,True,in front of,behind,,,A bull standing in front of a street vendor .,A bull standing behind a street vendor .
199,182784,COCO_val2014_000000182784.jpg,4,attribute_spatial_swap,True,brown,gray,,,a brown and white ox a motorcycle and a shop,a gray and white ox a motorcycle and a shop
204,458052,COCO_val2014_000000458052.jpg,4,attribute_spatial_swap,True,on,under,,,A cat feeding on a banana with a person feeding it to it.,A cat feeding under a banana with a person feeding it to it.
205,26942,COCO_val2014_000000026942.jpg,0,attribute_spatial_swap,True,gray,brown,,,A gray tiger cat sitting at a wooden table on a chair.,A brown tiger cat sitting at a wooden table on a chair.
206,26942,COCO_val2014_000000026942.jpg,1,attribute_spatial_swap,True,grey,brown,,,A grey cat sitting in chair next to a table.,A brown cat sitting in chair next to a table.
207,26942,COCO_val2014_000000026942.jpg,2,attribute_spatial_swap,True,in,outside,,,A cat sitting in a chair pulled up to a table.,A cat sitting outside a chair pulled up to a table.
208,26942,COCO_val2014_000000026942.jpg,3,attribute_spatial_swap,True,in,outside,,,A cat sitting in a chair at a table with a book on it.,A cat sitting outside a chair at a table with a book on it.
209,26942,COCO_val2014_000000026942.jpg,4,attribute_spatial_swap,True,in,outside,,,A cat sitting in a chair by a table.,A cat sitting outside a chair by a table.
210,418281,COCO_val2014_000000418281.jpg,0,attribute_spatial_swap,True,outside,inside,,,two cows outside one laying down and the other standing near a building,two cows inside one laying down and the other standing near a building
211,418281,COCO_val2014_000000418281.jpg,1,attribute_spatial_swap,True,white,black,,,The white scared cow in a Tibetan city.,The black scared cow in a Tibetan city.
212,418281,COCO_val2014_000000418281.jpg,2,attribute_spatial_swap,True,in,outside,,,A cow standing in a grassy open field.,A cow standing outside a grassy open field.
213,418281,COCO_val2014_000000418281.jpg,3,attribute_spatial_swap,True,on,under,,,A herd of cattle sitting and standing on a lush green field.,A herd of cattle sitting and standing under a lush green field.
214,418281,COCO_val2014_000000418281.jpg,4,attribute_spatial_swap,True,white,black,,,There white cows in grassy area with temples in background.,There black cows in grassy area with temples in background.
215,535292,COCO_val2014_000000535292.jpg,0,attribute_spatial_swap,True,on,under,,,Two cows grazing on grass in a field by a house.,Two cows grazing under grass in a field by a house.
216,535292,COCO_val2014_000000535292.jpg,1,attribute_spatial_swap,True,white,black,,,A white faced cow stands in the tall grass.,A black faced cow stands in the tall grass.
217,535292,COCO_val2014_000000535292.jpg,2,attribute_spatial_swap,True,in,outside,,,Cows standing in a grassy meadow in front of a house.,Cows standing outside a grassy meadow in front of a house.
218,535292,COCO_val2014_000000535292.jpg,3,attribute_spatial_swap,True,in,outside,,,a cow in a field near trees and bushes,a cow outside a field near trees and bushes
219,535292,COCO_val2014_000000535292.jpg,4,attribute_spatial_swap,True,in,outside,,,a cow stands in the grassy area of a yard,a cow stands outside the grassy area of a yard
221,85329,COCO_val2014_000000085329.jpg,1,attribute_spatial_swap,True,on,under,,,Painting of girl that has multiple piercings on face,Painting of girl that has multiple piercings under face
