row_id,image_id,filename,caption_index,perturbation,applied,source,target,template_id,template_name,caption_original,caption_corrupted
61,559665,COCO_val2014_000000559665.jpg,1,object_swap,True,motorcycle,bicycle,,,Two people riding a motorcycle with hats and backpack down a street.,Two people riding a bicycle with hats and backpack down a street.
63,559665,COCO_val2014_000000559665.jpg,3,object_swap,True,man,woman,,,The man are driving side by side on their motorcycles.,The woman are driving side by side on their motorcycles.
70,491497,COCO_val2014_000000491497.jpg,0,object_swap,True,chair,bed,,,A fluffy white chair that faces away fro a television.,A fluffy white bed that faces away fro a television.
71,491497,COCO_val2014_000000491497.jpg,1,object_swap,True,chair,bed,,,A pillow covered reading chair in the corner of the living room,A pillow covered reading bed in the corner of the living room
72,491497,COCO_val2014_000000491497.jpg,2,object_swap,True,television,clock,,,The living room is empty with the television on.,The living room is empty with the clock on.
73,491497,COCO_val2014_000000491497.jpg,3,object_swap,True,television,clock,,,White ornate seat in nicely decorated room with television.,White ornate seat in nicely decorated room with clock.
74,491497,COCO_val2014_000000491497.jpg,4,object_swap,True,chair,bed,,,"A white chair, books and shelves and a tv on in this room.","A white bed, books and shelves and a tv on in this room."
75,184791,COCO_val2014_000000184791.jpg,0,object_swap,True,table,bench,,,A painting of a table with fruit on top of it.,A painting of a bench with fruit on top of it.
76,184791,COCO_val2014_000000184791.jpg,1,object_swap,True,bowl,plate,,,"Painting of oranges, a bowl, candle, and a pitcher","Painting of oranges, a plate, candle, and a pitcher"
86,550529,COCO_val2014_000000550529.jpg,1,object_swap,True,bike,horse,,,A motor bike and some wine in a room.,A motor horse and some wine in a room.
87,550529,COCO_val2014_000000550529.jpg,2,object_swap,True,bike,horse,,,A dirt bike sitting on a counter by some wine bottles.,A dirt horse sitting on a counter by some wine bottles.
88,550529,COCO_val2014_000000550529.jpg,3,object_swap,True,motorcycle,bicycle,,,a motorcycle standing in front a winery,a bicycle standing in front a winery
89,550529,COCO_val2014_000000550529.jpg,4,object_swap,True,bike,horse,,,A bike sits among bottles of wine on a shelf.,A horse sits among bottles of wine on a shelf.
92,348881,COCO_val2014_000000348881.jpg,2,object_swap,True,plane,boat,,,The plane is parked at the gate at the airport terminal.,The boat is parked at the gate at the airport terminal.
94,348881,COCO_val2014_000000348881.jpg,4,object_swap,True,airplane,boat,,,A large white airplane and a person on a lot.,A large white boat and a person on a lot.
97,560623,COCO_val2014_000000560623.jpg,2,object_swap,True,truck,train,,,a truck driving towards some planes parked on the runway,a train driving towards some planes parked on the runway
100,561100,COCO_val2014_000000561100.jpg,0,object_swap,True,plane,boat,,,A small blue plane sitting on top of a field.,A small blue boat sitting on top of a field.
101,561100,COCO_val2014_000000561100.jpg,1,object_swap,True,airplane,boat,,,an E2 airplane painted blue with black and white stripes,an E2 boat painted blue with black and white stripes
103,561100,COCO_val2014_000000561100.jpg,3,object_swap,True,plane,boat,,,a blue small plane standing at the airstrip,a blue small boat standing at the airstrip
104,561100,COCO_val2014_000000561100.jpg,4,object_swap,True,airplane,boat,,,Model airplane with an American insignia and stripes on wings.,Model boat with an American insignia and stripes on wings.
105,354533,COCO_val2014_000000354533.jpg,0,object_swap,True,motorcycle,bicycle,,,A motorcycle sits parked across from a herd of livestock.,A bicycle sits parked across from a herd of livestock.
107,354533,COCO_val2014_000000354533.jpg,2,object_swap,True,motorcycle,bicycle,,,A motorcycle parked on top of a sandy beach.,A bicycle parked on top of a sandy beach.
108,354533,COCO_val2014_000000354533.jpg,3,object_swap,True,motorcycle,bicycle,,,A motorcycle in the foreground parked in a dirt parking lot,A bicycle in the foreground parked in a dirt parking lot
109,354533,COCO_val2014_000000354533.jpg,4,object_swap,True,motorcycle,bicycle,,,A multicolored motorcycle rests outside of a sheep farm.,A multicolored bicycle rests outside of a sheep farm.
110,334321,COCO_val2014_000000334321.jpg,0,object_swap,True,dog,cat,,,A large white dog is sitting on a bench beside an elderly man.,A large white cat is sitting on a bench beside an elderly man.
111,334321,COCO_val2014_000000334321.jpg,1,object_swap,True,dog,cat,,,A large white dog sits on a bench with people next to a path.,A large white cat sits on a bench with people next to a path.
112,334321,COCO_val2014_000000334321.jpg,2,object_swap,True,dog,cat,,,A large dog sits just his bottom on a park bench.,A large cat sits just his bottom on a park bench.
113,334321,COCO_val2014_000000334321.jpg,3,object_swap,True,dog,cat,,,A dog sitting on a bench next to an old man.,A cat sitting on a bench next to an old man.
114,334321,COCO_val2014_000000334321.jpg,4,object_swap,True,bench,table,,,A couple of people sitting on a bench next to a dog.,A couple of people sitting on a table next to a dog.
120,165547,COCO_val2014_000000165547.jpg,0,object_swap,True,table,bench,,,An eating area with a table and a few chairs.,An eating area with a bench and a few chairs.
121,165547,COCO_val2014_000000165547.jpg,1,object_swap,True,Table,Bench,,,Table situated in corner of room with a vase for a center piece,Bench situated in corner of room with a vase for a center piece
122,165547,COCO_val2014_000000165547.jpg,2,object_swap,True,table,bench,,,A wooden table sitting below a bunch of windows.,A wooden bench sitting below a bunch of windows.
123,165547,COCO_val2014_000000165547.jpg,3,object_swap,True,table,bench,,,A dining room table next to windows overlooking woods,A dining room bench next to windows overlooking woods
124,165547,COCO_val2014_000000165547.jpg,4,object_swap,True,table,bench,,,A wooden dining table is surrounded by windows.,A wooden dining bench is surrounded by windows.
125,455859,COCO_val2014_000000455859.jpg,0,object_swap,True,girl,boy,,,A little girl in a pink shirt standing near a blue metal sculpture.,A little boy in a pink shirt standing near a blue metal sculpture.
127,455859,COCO_val2014_000000455859.jpg,2,object_swap,True,Woman,Man,,,Woman taking a picture of someone standing behind a sculpture and a child pushing another woman towards the sculpture.,Man taking a picture of someone standing behind a sculpture and a child pushing another woman towards the sculpture.
129,455859,COCO_val2014_000000455859.jpg,4,object_swap,True,woman,man,,,A woman snaps a photo of people having fun in the courtyard.,A man snaps a photo of people having fun in the courtyard.
140,17756,COCO_val2014_000000017756.jpg,0,object_swap,True,boat,airplane,,,A swan is floating down the river by the boat.,A swan is floating down the river by the airplane.
141,17756,COCO_val2014_000000017756.jpg,1,object_swap,True,boat,airplane,,,A boat with flags and tents is docked next to a grassy bank.,A airplane with flags and tents is docked next to a grassy bank.
142,17756,COCO_val2014_000000017756.jpg,2,object_swap,True,boat,airplane,,,A boat that is decorated with flags on the water.,A airplane that is decorated with flags on the water.
143,17756,COCO_val2014_000000017756.jpg,3,object_swap,True,boat,airplane,,,a parked boat with some items inside of it,a parked airplane with some items inside of it
144,17756,COCO_val2014_000000017756.jpg,4,object_swap,True,boat,airplane,,,A large red boat sitting next to a lush green shore.,A large red airplane sitting next to a lush green shore.
155,208589,COCO_val2014_000000208589.jpg,0,object_swap,True,bird,kite,,,A bird in a pot eating a fruit.,A kite in a pot eating a fruit.
156,208589,COCO_val2014_000000208589.jpg,1,object_swap,True,bird,kite,,,a black bird is eating an apple in a pot of dirt,a black kite is eating an apple in a pot of dirt
157,208589,COCO_val2014_000000208589.jpg,2,object_swap,True,bird,kite,,,there is a black bird standing in a flower pot eating an apple,there is a black kite standing in a flower pot eating an apple
158,208589,COCO_val2014_000000208589.jpg,3,object_swap,True,bird,kite,,,A bird in a flower pot eating an apple,A kite in a flower pot eating an apple
159,208589,COCO_val2014_000000208589.jpg,4,object_swap,True,bird,kite,,,A black bird sits in a flower boy.,A black kite sits in a flower boy.
160,358342,COCO_val2014_000000358342.jpg,0,object_swap,True,clock,tv,,,A tall massive clock tower towering over a city.,A tall massive tv tower towering over a city.
164,358342,COCO_val2014_000000358342.jpg,4,object_swap,True,clock,tv,,,The large ornate building with the clock tower and cupolas sits on the Pennsylvania Avenue and 11th St.,The large ornate building with the tv tower and cupolas sits on the Pennsylvania Avenue and 11th St.
180,165029,COCO_val2014_000000165029.jpg,0,object_swap,True,man,woman,,,A man with a snowboard next to a man with a mask.,A woman with a snowboard next to a man with a mask.
181,165029,COCO_val2014_000000165029.jpg,1,object_swap,True,Man,Woman,,,Man with snowboard standing next to another wearing a mask and crazy hands.,Woman with snowboard standing next to another wearing a mask and crazy hands.
182,165029,COCO_val2014_000000165029.jpg,2,object_swap,True,man,woman,,,A man holding a snowboard next to a man in scary costume.,A woman holding a snowboard next to a man in scary costume.
183,165029,COCO_val2014_000000165029.jpg,3,object_swap,True,man,woman,,,A man wearing a mask with a sbowboarder.,A woman wearing a mask with a sbowboarder.
184,165029,COCO_val2014_000000165029.jpg,4,object_swap,True,man,woman,,,Snowboarder holding a pink board being hugged by man in costume.,Snowboarder holding a pink board being hugged by woman in costume.
185,336777,COCO_val2014_000000336777.jpg,0,object_swap,True,bus,cars,,,Many different signs cover a post next to a bus stop.,Many different signs cover a post next to a cars stop.
186,336777,COCO_val2014_000000336777.jpg,1,object_swap,True,bus,cars,,,A bus stop with advertising signs attached to a pole nearby.,A cars stop with advertising signs attached to a pole nearby.
199,182784,COCO_val2014_000000182784.jpg,4,object_swap,True,motorcycle,bicycle,,,a brown and white ox a motorcycle and a shop,a brown and white ox a bicycle and a shop
200,458052,COCO_val2014_000000458052.jpg,0,object_swap,True,cat,dog,,,a cat that is eating some kind of banana,a dog that is eating some kind of banana
201,458052,COCO_val2014_000000458052.jpg,1,object_swap,True,person,dog,,,A person feeding a cat with a banana,A dog feeding a cat with a banana
202,458052,COCO_val2014_000000458052.jpg,2,object_swap,True,cat,dog,,,A house cat is taking a bite from a banana.,A house dog is taking a bite from a banana.
203,458052,COCO_val2014_000000458052.jpg,3,object_swap,True,cat,dog,,,A cat eating a banana from someone's hand,A dog eating a banana from someone's hand
204,458052,COCO_val2014_000000458052.jpg,4,object_swap,True,cat,dog,,,A cat feeding on a banana with a person feeding it to it.,A dog feeding on a banana with a person feeding it to it.
205,26942,COCO_val2014_000000026942.jpg,0,object_swap,True,cat,dog,,,A gray tiger cat sitting at a wooden table on a chair.,A gray tiger dog sitting at a wooden table on a chair.
206,26942,COCO_val2014_000000026942.jpg,1,object_swap,True,cat,dog,,,A grey cat sitting in chair next to a table.,A grey dog sitting in chair next to a table.
207,26942,COCO_val2014_000000026942.jpg,2,object_swap,True,cat,dog,,,A cat sitting in a chair pulled up to a table.,A dog sitting in a chair pulled up to a table.
208,26942,COCO_val2014_000000026942.jpg,3,object_swap,True,cat,dog,,,A cat sitting in a chair at a table with a book on it.,A dog sitting in a chair at a table with a book on it.
209,26942,COCO_val2014_000000026942.jpg,4,object_swap,True,cat,dog,,,A cat sitting in a chair by a table.,A dog sitting in a chair by a table.
220,85329,COCO_val2014_000000085329.jpg,0,object_swap,True,girl,boy,,,An image of a very cute girl with face piercings.,An image of a very cute boy with face piercings.
221,85329,COCO_val2014_000000085329.jpg,1,object_swap,True,girl,boy,,,Painting of girl that has multiple piercings on face,Painting of boy that has multiple piercings on face
222,85329,COCO_val2014_000000085329.jpg,2,object_swap,True,woman,man,,,A young brunette woman with multiple face piercings.,A young brunette man with multiple face piercings.
223,85329,COCO_val2014_000000085329.jpg,3,object_swap,True,woman,man,,,A young woman with green eyes and piercings all over her face.,A young man with green eyes and piercings all over her face.
224,85329,COCO_val2014_000000085329.jpg,4,object_swap,True,woman,man,,,A drawing of a young woman with many facial piercings.,A drawing of a young man with many facial piercings.
240,69946,COCO_val2014_000000069946.jpg,0,object_swap,True,boat,airplane,,,A blue boat docked on a green lush shore.,A blue airplane docked on a green lush shore.
250,553442,COCO_val2014_000000553442.jpg,0,object_swap,True,woman,man,,,A woman embracing a child carrying a bag of luggage.,A man embracing a child carrying a bag of luggage.
251,553442,COCO_val2014_000000553442.jpg,1,object_swap,True,Woman,Man,,,Woman hugging a small girl with green and blue luggage.,Man hugging a small girl with green and blue luggage.
252,553442,COCO_val2014_000000553442.jpg,2,object_swap,True,woman,man,,,A woman hugging a girl who is holding a suitcase.,A man hugging a girl who is holding a suitcase.
253,553442,COCO_val2014_000000553442.jpg,3,object_swap,True,woman,man,,,A woman with her arms around a girl who's holding a suitcase.,A man with her arms around a girl who's holding a suitcase.
254,553442,COCO_val2014_000000553442.jpg,4,object_swap,True,child,adult,,,An adult and child standing with a suitcase.,An adult and adult standing with a suitcase.
255,261779,COCO_val2014_000000261779.jpg,0,object_swap,True,woman,man,,,A pinup-style photo of a woman sitting on a luggage trunk.,A pinup-style photo of a man sitting on a luggage trunk.
257,261779,COCO_val2014_000000261779.jpg,2,object_swap,True,woman,man,,,a woman shades her eyes while sitting on a chest,a man shades her eyes while sitting on a chest
258,261779,COCO_val2014_000000261779.jpg,3,object_swap,True,woman,man,,,A woman sits on a luggage case on a sidewalk.,A man sits on a luggage case on a sidewalk.
259,261779,COCO_val2014_000000261779.jpg,4,object_swap,True,woman,man,,,A woman sitting on a trunk wearing a polka dot dress with a red belt.,A man sitting on a trunk wearing a polka dot dress with a red belt.
260,198448,COCO_val2014_000000198448.jpg,0,object_swap,True,woman,man,,,A woman sitting on a piece of luggage in a field.,A man sitting on a piece of luggage in a field.
261,198448,COCO_val2014_000000198448.jpg,1,object_swap,True,woman,man,,,a woman sits on a brief case in the woods,a man sits on a brief case in the woods
262,198448,COCO_val2014_000000198448.jpg,2,object_swap,True,girl,boy,,,A girl with a lot of tattoos sitting on a a piece of luggage.,A boy with a lot of tattoos sitting on a a piece of luggage.
263,198448,COCO_val2014_000000198448.jpg,3,object_swap,True,woman,man,,,A woman with lots of tattoos sits on a suitcase in a forest.,A man with lots of tattoos sits on a suitcase in a forest.
265,329717,COCO_val2014_000000329717.jpg,0,object_swap,True,boy,girl,,,Young boy sitting on top of a briefcase,Young girl sitting on top of a briefcase
267,329717,COCO_val2014_000000329717.jpg,2,object_swap,True,boy,girl,,,A little boy sitting on a suitcase on the floor.,A little girl sitting on a suitcase on the floor.
268,329717,COCO_val2014_000000329717.jpg,3,object_swap,True,child,adult,,,A small child sitting on top of a briefcase.,A small adult sitting on top of a briefcase.
269,329717,COCO_val2014_000000329717.jpg,4,object_swap,True,boy,girl,,,A toddler boy is sitting on a brief case.,A toddler girl is sitting on a brief case.
271,341393,COCO_val2014_000000341393.jpg,1,object_swap,True,dog,cat,,,A large brown dog laying next to a blue pool.,A large brown cat laying next to a blue pool.
273,341393,COCO_val2014_000000341393.jpg,3,object_swap,True,dog,cat,,,A swimming pool in a yard that has a cinderblock wall all the way around it and a dog sitting at the edge of the pool.,A swimming pool in a yard that has a cinderblock wall all the way around it and a cat sitting at the edge of the pool.
274,341393,COCO_val2014_000000341393.jpg,4,object_swap,True,dog,cat,,,A dog laying down next to a pool in a backyard.,A cat laying down next to a pool in a backyard.
277,299319,COCO_val2014_000000299319.jpg,2,object_swap,True,umbrella,skateboard,,,Two girls are each carrying an umbrella walking.,Two girls are each carrying an skateboard walking.
280,288955,COCO_val2014_000000288955.jpg,0,object_swap,True,dog,cat,,,Shaggy dog gets dinner served on a plate.,Shaggy cat gets dinner served on a plate.
281,288955,COCO_val2014_000000288955.jpg,1,object_swap,True,dog,cat,,,A small black dog standing over a plate of food.,A small black cat standing over a plate of food.
282,288955,COCO_val2014_000000288955.jpg,2,object_swap,True,dog,cat,,,A small dog eating a plate of broccoli.,A small cat eating a plate of broccoli.
283,288955,COCO_val2014_000000288955.jpg,3,object_swap,True,dog,cat,,,A black dog being given broccoli to eat.,A black cat being given broccoli to eat.
284,288955,COCO_val2014_000000288955.jpg,4,object_swap,True,dog,cat,,,There is a dog staring at a plate of food,There is a cat staring at a plate of food
285,426578,COCO_val2014_000000426578.jpg,0,object_swap,True,person,dog,,,A person on the beach next to the ocean.,A dog on the beach next to the ocean.
286,426578,COCO_val2014_000000426578.jpg,1,object_swap,True,man,woman,,,there is a man that is running in the sand on a beach,there is a woman that is running in the sand on a beach
287,426578,COCO_val2014_000000426578.jpg,2,object_swap,True,man,woman,,,A man in a wetsuit running on the beach.,A woman in a wetsuit running on the beach.
288,426578,COCO_val2014_000000426578.jpg,3,object_swap,True,person,dog,,,"A person is running on a clear, flat beach.","A dog is running on a clear, flat beach."
289,426578,COCO_val2014_000000426578.jpg,4,object_swap,True,person,dog,,,A person running a long a beach when it is almost empty.,A dog running a long a beach when it is almost empty.
290,64710,COCO_val2014_000000064710.jpg,0,object_swap,True,person,dog,,,a person and a dog are standing near some cliffs,a dog and a dog are standing near some cliffs
291,64710,COCO_val2014_000000064710.jpg,1,object_swap,True,person,dog,,,A person walks with a backpack being followed by a dog.,A dog walks with a backpack being followed by a dog.
293,64710,COCO_val2014_000000064710.jpg,3,object_swap,True,person,dog,,,A person walks along on a patch of sand near some rocks.,A dog walks along on a patch of sand near some rocks.
294,64710,COCO_val2014_000000064710.jpg,4,object_swap,True,person,dog,,,A person walking across a desert filled surrounded by mountains.,A dog walking across a desert filled surrounded by mountains.
315,129637,COCO_val2014_000000129637.jpg,0,object_swap,True,Horse,Bicycle,,,Horse figurines next to walk on a table.,Bicycle figurines next to walk on a table.
316,129637,COCO_val2014_000000129637.jpg,1,object_swap,True,horse,bicycle,,,A set of three different plastic horse figurines.,A set of three different plastic bicycle figurines.
317,129637,COCO_val2014_000000129637.jpg,2,object_swap,True,horse,bicycle,,,Three different horse figurines are placed beside each other.,Three different bicycle figurines are placed beside each other.
318,129637,COCO_val2014_000000129637.jpg,3,object_swap,True,horse,bicycle,,,Three plastic horse figurines standing next to each other on a shelf.,Three plastic bicycle figurines standing next to each other on a shelf.
319,129637,COCO_val2014_000000129637.jpg,4,object_swap,True,table,bench,,,Three model horses on a table in front of a pegboard backdrop.,Three model horses on a bench in front of a pegboard backdrop.
320,444444,COCO_val2014_000000444444.jpg,0,object_swap,True,woman,man,,,A woman standing in front of a brown horse.,A man standing in front of a brown horse.
321,444444,COCO_val2014_000000444444.jpg,1,object_swap,True,woman,man,,,A young woman in a leather coat about to pet a horse,A young man in a leather coat about to pet a horse
322,444444,COCO_val2014_000000444444.jpg,2,object_swap,True,woman,man,,,A woman is standing next to a black and white horse.,A man is standing next to a black and white horse.
323,444444,COCO_val2014_000000444444.jpg,3,object_swap,True,woman,man,,,A woman is feeding a horse at a ranch.,A man is feeding a horse at a ranch.
324,444444,COCO_val2014_000000444444.jpg,4,object_swap,True,woman,man,,,a woman going to touch a horse in a field,a man going to touch a horse in a field
325,503005,COCO_val2014_000000503005.jpg,0,object_swap,True,man,woman,,,A man riding a horse with trees and buildings in background.,A woman riding a horse with trees and buildings in background.
326,503005,COCO_val2014_000000503005.jpg,1,object_swap,True,horse,bicycle,,,A rider gallops on his horse in the grass.,A rider gallops on his bicycle in the grass.
328,503005,COCO_val2014_000000503005.jpg,3,object_swap,True,man,woman,,,A man riding a horse during a jumping competition.,A woman riding a horse during a jumping competition.
329,503005,COCO_val2014_000000503005.jpg,4,object_swap,True,person,dog,,,A person on a horse on a field with a building in the background.,A dog on a horse on a field with a building in the background.
330,316795,COCO_val2014_000000316795.jpg,0,object_swap,True,man,woman,,,A man in black leading an all white horse,A woman in black leading an all white horse
331,316795,COCO_val2014_000000316795.jpg,1,object_swap,True,horse,bicycle,,,Mythical character with white horse standing on grooved surface.,Mythical character with white bicycle standing on grooved surface.
332,316795,COCO_val2014_000000316795.jpg,2,object_swap,True,horse,bicycle,,,"A white horse with blue haunches stands next to an elegantly dressed, black-haired man holding a sword.","A white bicycle with blue haunches stands next to an elegantly dressed, black-haired man holding a sword."
333,316795,COCO_val2014_000000316795.jpg,3,object_swap,True,person,dog,,,A person with a horse and a sword.,A dog with a horse and a sword.
334,316795,COCO_val2014_000000316795.jpg,4,object_swap,True,man,woman,,,a couple of small figures of a man and a horse,a couple of small figures of a woman and a horse
335,375840,COCO_val2014_000000375840.jpg,0,object_swap,True,banana,pizza,,,A try with a banana and two oranges visible on it,A try with a pizza and two oranges visible on it
336,375840,COCO_val2014_000000375840.jpg,1,object_swap,True,Banana,Pizza,,,Banana and oranges on a lunch try next to bowls.,Pizza and oranges on a lunch try next to bowls.
337,375840,COCO_val2014_000000375840.jpg,2,object_swap,True,banana,pizza,,,a white tray with a banana and two tangerines and a plate and bowl,a white tray with a pizza and two tangerines and a plate and bowl
338,375840,COCO_val2014_000000375840.jpg,3,object_swap,True,banana,pizza,,,"A banana sits by two oranges, a bowl and a white plate on a white tray.","A pizza sits by two oranges, a bowl and a white plate on a white tray."
339,375840,COCO_val2014_000000375840.jpg,4,object_swap,True,banana,pizza,,,a banana and two oranges sit on a tray next to a bowl and a plate,a pizza and two oranges sit on a tray next to a bowl and a plate
345,34180,COCO_val2014_000000034180.jpg,0,object_swap,True,person,dog,,,A person wearing a banana headdress and necklace,A dog wearing a banana headdress and necklace
347,34180,COCO_val2014_000000034180.jpg,2,object_swap,True,person,dog,,,A person wearing a hat made out of yellow bananas.,A dog wearing a hat made out of yellow bananas.
348,34180,COCO_val2014_000000034180.jpg,3,object_swap,True,Person,Dog,,,Person with bananas on head and banana necklace.,Dog with bananas on head and banana necklace.
349,34180,COCO_val2014_000000034180.jpg,4,object_swap,True,woman,man,,,A woman wears a hat that is made of bananas,A man wears a hat that is made of bananas
350,169802,COCO_val2014_000000169802.jpg,0,object_swap,True,man,woman,,,A man in hat made of bananas standing in room by men.,A woman in hat made of bananas standing in room by men.
351,169802,COCO_val2014_000000169802.jpg,1,object_swap,True,man,woman,,,A man wearing a colorful outfit and a hat made of bananas.,A woman wearing a colorful outfit and a hat made of bananas.
352,169802,COCO_val2014_000000169802.jpg,2,object_swap,True,man,woman,,,A man that has bananas on his head and shoulders.,A woman that has bananas on his head and shoulders.
353,169802,COCO_val2014_000000169802.jpg,3,object_swap,True,man,woman,,,a man wearing a plastic banana hat and necklace,a woman wearing a plastic banana hat and necklace
356,430961,COCO_val2014_000000430961.jpg,1,object_swap,True,man,woman,,,A man that is standing in the dirt with a glove.,A woman that is standing in the dirt with a glove.
359,430961,COCO_val2014_000000430961.jpg,4,object_swap,True,man,woman,,,A man in a Rays uniform is throwing a baseball,A woman in a Rays uniform is throwing a baseball
360,570465,COCO_val2014_000000570465.jpg,0,object_swap,True,table,bench,,,Several slices of bread with side salads on a table.,Several slices of bread with side salads on a bench.
361,570465,COCO_val2014_000000570465.jpg,1,object_swap,True,table,bench,,,"A table with a plate of cut pizza, two plates of salad, and a can of soda.","A bench with a plate of cut pizza, two plates of salad, and a can of soda."
362,570465,COCO_val2014_000000570465.jpg,2,object_swap,True,pizza,banana,,,"Three plates of food consisting of pizza, salads, rice and a can of cola","Three plates of food consisting of banana, salads, rice and a can of cola"
364,570465,COCO_val2014_000000570465.jpg,4,object_swap,True,pizza,banana,,,"A meal containing soda, salad pizza and rice on a table.","A meal containing soda, salad banana and rice on a table."
365,356708,COCO_val2014_000000356708.jpg,0,object_swap,True,man,woman,,,A man riding skis on top of a snow covered slope.,A woman riding skis on top of a snow covered slope.
